service_date,route_id,direction_id,half_trip_id,stop_id,time_point_id,time_point_order,point_type,standard_type,scheduled,actual,scheduled_headway,headway
2022-05-14,SL1,Inbound,55593025,17093,trmb2,3,Midpoint,Headway,1900-01-01T06:01:00Z,1900-01-01T06:08:50Z,600,1593
2022-05-14,SL1,Inbound,55593057,27092,trmb1,2,Midpoint,Headway,1900-01-01T06:09:00Z,1900-01-01T06:17:05Z,600,580
2022-05-14,SL1,Inbound,55593025,74615,wtcst,9,Midpoint,Headway,1900-01-01T06:13:00Z,1900-01-01T06:23:27Z,600,1734
2022-05-14,SL1,Inbound,55593025,74617,soust,11,Endpoint,Headway,1900-01-01T06:18:00Z,1900-01-01T06:26:15Z,600,1733
2022-05-14,SL1,Inbound,55593057,74617,soust,11,Endpoint,Headway,1900-01-01T06:28:00Z,1900-01-01T06:34:45Z,600,510
2022-05-14,SL1,Inbound,55593105,74614,conrd,8,Midpoint,Headway,1900-01-01T06:41:00Z,1900-01-01T06:42:59Z,600,568
2022-05-14,SL1,Inbound,55593027,17095,terme,5,Midpoint,Headway,1900-01-01T06:45:00Z,1900-01-01T06:51:46Z,600,1133
2022-05-14,SL1,Inbound,55593027,12008,twtns,7,Midpoint,Headway,1900-01-01T06:50:00Z,1900-01-01T06:55:46Z,600,1132
2022-05-14,SL1,Inbound,55593027,74616,crtst,10,Midpoint,Headway,1900-01-01T06:55:00Z,1900-01-01T07:04:05Z,600,1089
2022-05-14,SL1,Inbound,55593059,74615,wtcst,9,Midpoint,Headway,1900-01-01T07:03:00Z,1900-01-01T07:08:44Z,600,374
2022-05-14,SL1,Inbound,55593059,74617,soust,11,Endpoint,Headway,1900-01-01T07:08:00Z,1900-01-01T07:11:40Z,600,371
2022-05-14,SL1,Inbound,55593107,17094,trmcd,4,Midpoint,Headway,1900-01-01T07:13:00Z,1900-01-01T07:13:12Z,600,568
2022-05-14,SL1,Inbound,55593029,17093,trmb2,3,Midpoint,Headway,1900-01-01T07:21:00Z,1900-01-01T07:28:33Z,600,1052
2022-05-14,SL1,Inbound,55593029,12007,twtnn,6,Midpoint,Headway,1900-01-01T07:27:00Z,1900-01-01T07:33:40Z,600,1024
2022-05-14,SL1,Inbound,55593029,74614,conrd,8,Midpoint,Headway,1900-01-01T07:31:00Z,1900-01-01T07:40:46Z,600,1085
2022-05-14,SL1,Inbound,55593061,17095,terme,5,Midpoint,Headway,1900-01-01T07:35:00Z,1900-01-01T07:40:21Z,600,495
2022-05-14,SL1,Inbound,55593061,12008,twtns,7,Midpoint,Headway,1900-01-01T07:40:00Z,1900-01-01T07:44:05Z,600,484
2022-05-14,SL1,Inbound,55593061,74616,crtst,10,Midpoint,Headway,1900-01-01T07:45:00Z,1900-01-01T07:52:41Z,600,481
2022-05-14,SL1,Inbound,55593109,27092,trmb1,2,Midpoint,Headway,1900-01-01T07:49:00Z,1900-01-01T07:48:35Z,600,550
2022-05-14,SL1,Inbound,55593031,17091,terma,1,Startpoint,Headway,1900-01-01T07:58:00Z,1900-01-01T08:04:43Z,600,1048
2022-05-14,SL1,Inbound,55593031,17094,trmcd,4,Midpoint,Headway,1900-01-01T08:03:00Z,1900-01-01T08:10:33Z,600,1101
2022-05-14,SL1,Inbound,55593063,17091,terma,1,Startpoint,Headway,1900-01-01T08:08:00Z,1900-01-01T08:12:03Z,600,440
2022-05-14,SL1,Inbound,55593063,17093,trmb2,3,Midpoint,Headway,1900-01-01T08:11:00Z,1900-01-01T08:14:33Z,600,418
2022-05-14,SL1,Inbound,55593063,12007,twtnn,6,Midpoint,Headway,1900-01-01T08:17:00Z,1900-01-01T08:20:49Z,600,408
2022-05-14,SL1,Inbound,55593063,74614,conrd,8,Midpoint,Headway,1900-01-01T08:21:00Z,1900-01-01T08:29:18Z,600,493
2022-05-14,SL1,Inbound,55593033,27092,trmb1,2,Midpoint,Headway,1900-01-01T08:39:00Z,1900-01-01T08:46:43Z,600,1067
2022-05-14,SL1,Inbound,55593065,17094,trmcd,4,Midpoint,Headway,1900-01-01T08:53:00Z,1900-01-01T08:55:52Z,600,321
2022-05-14,SL1,Inbound,55593083,17091,terma,1,Startpoint,Headway,1900-01-01T08:58:00Z,1900-01-01T08:57:47Z,600,344
2022-05-14,SL1,Inbound,55593083,17093,trmb2,3,Midpoint,Headway,1900-01-01T09:01:00Z,1900-01-01T08:59:43Z,600,333
2022-05-14,SL1,Inbound,55593083,12007,twtnn,6,Midpoint,Headway,1900-01-01T09:07:00Z,1900-01-01T09:04:22Z,600,347
2022-05-14,SL1,Inbound,55593083,74614,conrd,8,Midpoint,Headway,1900-01-01T09:11:00Z,1900-01-01T09:12:32Z,600,385
2022-05-14,SL1,Inbound,55593113,17095,terme,5,Midpoint,Headway,1900-01-01T09:15:00Z,1900-01-01T09:15:12Z,600,731
2022-05-14,SL1,Inbound,55593113,12008,twtns,7,Midpoint,Headway,1900-01-01T09:20:00Z,1900-01-01T09:19:08Z,600,744
2022-05-14,SL1,Inbound,55593067,27092,trmb1,2,Midpoint,Headway,1900-01-01T09:29:00Z,1900-01-01T09:30:28Z,600,295
2022-05-14,SL1,Inbound,55593035,74615,wtcst,9,Midpoint,Headway,1900-01-01T09:33:00Z,1900-01-01T09:41:02Z,600,856
2022-05-14,SL1,Inbound,55593035,74617,soust,11,Endpoint,Headway,1900-01-01T09:38:00Z,1900-01-01T09:43:53Z,600,833
2022-05-14,SL1,Inbound,55593085,17094,trmcd,4,Midpoint,Headway,1900-01-01T09:43:00Z,1900-01-01T09:43:13Z,600,592
2022-05-14,SL1,Inbound,55593067,74617,soust,11,Endpoint,Headway,1900-01-01T09:48:00Z,1900-01-01T09:47:20Z,600,207
2022-05-14,SL1,Inbound,55593115,17093,trmb2,3,Midpoint,Headway,1900-01-01T09:51:00Z,1900-01-01T09:52:37Z,600,679
2022-05-14,SL1,Inbound,55593115,12007,twtnn,6,Midpoint,Headway,1900-01-01T09:57:00Z,1900-01-01T09:57:11Z,600,663
2022-05-14,SL1,Inbound,55593115,74614,conrd,8,Midpoint,Headway,1900-01-01T10:01:00Z,1900-01-01T10:02:49Z,600,606
2022-05-14,SL1,Inbound,55593037,17095,terme,5,Midpoint,Headway,1900-01-01T10:05:00Z,1900-01-01T10:11:58Z,600,983
2022-05-14,SL1,Inbound,55593037,12008,twtns,7,Midpoint,Headway,1900-01-01T10:10:00Z,1900-01-01T10:16:10Z,600,997
2022-05-14,SL1,Inbound,55593037,74616,crtst,10,Midpoint,Headway,1900-01-01T10:15:00Z,1900-01-01T10:24:12Z,600,1116
2022-05-14,SL1,Inbound,55593087,27092,trmb1,2,Midpoint,Headway,1900-01-01T10:19:00Z,1900-01-01T10:21:25Z,600,616
2022-05-14,SL1,Inbound,55593069,74615,wtcst,9,Midpoint,Headway,1900-01-01T10:23:00Z,1900-01-01T10:26:02Z,600,204
2022-05-14,SL1,Inbound,55593117,17091,terma,1,Startpoint,Headway,1900-01-01T10:28:00Z,1900-01-01T10:30:35Z,600,622
2022-05-14,SL1,Inbound,55593039,17093,trmb2,3,Midpoint,Headway,1900-01-01T10:41:00Z,1900-01-01T10:50:05Z,600,999
2022-05-14,SL1,Inbound,55593039,12007,twtnn,6,Midpoint,Headway,1900-01-01T10:47:00Z,1900-01-01T10:55:30Z,600,954
2022-05-14,SL1,Inbound,55593039,74614,conrd,8,Midpoint,Headway,1900-01-01T10:51:00Z,1900-01-01T11:02:10Z,600,951
2022-05-14,SL1,Inbound,55593071,17095,terme,5,Midpoint,Headway,1900-01-01T10:55:00Z,1900-01-01T10:55:14Z,600,93
2022-05-14,SL1,Inbound,55593071,12008,twtns,7,Midpoint,Headway,1900-01-01T11:00:00Z,1900-01-01T10:59:03Z,600,63
2022-05-14,SL1,Inbound,55593071,74616,crtst,10,Midpoint,Headway,1900-01-01T11:05:00Z,1900-01-01T11:07:38Z,600,160
2022-05-14,SL1,Inbound,55593119,27092,trmb1,2,Midpoint,Headway,1900-01-01T11:09:00Z,1900-01-01T11:12:43Z,600,609
2022-05-14,SL1,Inbound,55593041,17091,terma,1,Startpoint,Headway,1900-01-01T11:18:00Z,1900-01-01T11:27:16Z,600,979
2022-05-14,SL1,Inbound,55593041,17094,trmcd,4,Midpoint,Headway,1900-01-01T11:23:00Z,1900-01-01T11:32:56Z,600,1046
2022-05-14,SL1,Inbound,55593129,17093,trmb2,3,Midpoint,Headway,1900-01-01T11:31:00Z,1900-01-01T11:36:14Z,600,344
2022-05-14,SL1,Inbound,55593129,12007,twtnn,6,Midpoint,Headway,1900-01-01T11:37:00Z,1900-01-01T11:42:56Z,600,354
2022-05-14,SL1,Inbound,55593091,17095,terme,5,Midpoint,Headway,1900-01-01T11:45:00Z,1900-01-01T11:45:58Z,600,296
2022-05-14,SL1,Inbound,55593091,12008,twtns,7,Midpoint,Headway,1900-01-01T11:50:00Z,1900-01-01T11:50:03Z,600,266
2022-05-14,SL1,Inbound,55593043,27092,trmb1,2,Midpoint,Headway,1900-01-01T11:59:00Z,1900-01-01T12:14:45Z,600,1368
2022-05-14,SL1,Inbound,55593121,74615,wtcst,9,Midpoint,Headway,1900-01-01T12:05:00Z,1900-01-01T12:08:01Z,720,719
2022-05-14,SL1,Inbound,55593131,17094,trmcd,4,Midpoint,Headway,1900-01-01T12:15:00Z,1900-01-01T12:26:21Z,720,417
2022-05-14,SL1,Inbound,55593093,17091,terma,1,Startpoint,Headway,1900-01-01T12:20:00Z,1900-01-01T12:22:21Z,660,145
2022-05-14,SL1,Inbound,55593093,17094,trmcd,4,Midpoint,Headway,1900-01-01T12:26:00Z,1900-01-01T12:26:48Z,660,27
2022-05-14,SL1,Inbound,55593123,17093,trmb2,3,Midpoint,Headway,1900-01-01T12:36:00Z,1900-01-01T12:39:07Z,720,857
2022-05-14,SL1,Inbound,55593123,12008,twtns,7,Midpoint,Headway,1900-01-01T12:46:00Z,1900-01-01T12:47:06Z,720,859
2022-05-14,SL1,Inbound,55593045,17095,terme,5,Midpoint,Headway,1900-01-01T12:51:00Z,1900-01-01T13:09:00Z,660,1555
2022-05-14,SL1,Inbound,55593045,74615,wtcst,9,Midpoint,Headway,1900-01-01T13:02:00Z,1900-01-01T13:22:02Z,660,1707
2022-05-14,SL1,Inbound,55593133,74614,conrd,8,Midpoint,Headway,1900-01-01T13:12:00Z,1900-01-01T13:32:04Z,720,684
2022-05-14,SL1,Inbound,55593125,17091,terma,1,Startpoint,Headway,1900-01-01T13:18:00Z,1900-01-01T13:17:49Z,720,490
2022-05-14,SL1,Inbound,55593095,74614,conrd,8,Midpoint,Headway,1900-01-01T13:23:00Z,1900-01-01T13:33:21Z,660,16
2022-05-14,SL1,Inbound,55593125,12007,twtnn,6,Midpoint,Headway,1900-01-01T13:28:00Z,1900-01-01T13:25:53Z,720,205
2022-05-14,SL1,Inbound,55593135,74615,wtcst,9,Midpoint,Headway,1900-01-01T14:00:00Z,1900-01-01T14:18:43Z,720,568
2022-05-14,SL1,Inbound,55593097,74614,conrd,8,Midpoint,Headway,1900-01-01T14:09:00Z,1900-01-01T14:21:41Z,660,198
2022-05-14,SL1,Inbound,55593225,12007,twtnn,6,Midpoint,Headway,1900-01-01T14:34:00Z,1900-01-01T14:41:53Z,600,1034
2022-05-14,SL1,Inbound,55593225,74615,wtcst,9,Midpoint,Headway,1900-01-01T14:43:00Z,1900-01-01T14:51:16Z,600,1058
2022-05-14,SL1,Inbound,55593196,27092,trmb1,2,Midpoint,Headway,1900-01-01T14:56:00Z,1900-01-01T15:03:59Z,600,398
2022-05-14,SL1,Inbound,55593227,12007,twtnn,6,Midpoint,Headway,1900-01-01T15:24:00Z,1900-01-01T15:31:20Z,600,874
2022-05-14,SL1,Inbound,55593227,12008,twtns,7,Midpoint,Headway,1900-01-01T15:28:00Z,1900-01-01T15:40:53Z,600,1141
2022-05-14,SL1,Inbound,55593227,74615,wtcst,9,Midpoint,Headway,1900-01-01T15:33:00Z,1900-01-01T15:48:41Z,600,1056
2022-05-14,SL1,Inbound,55593101,17093,trmb2,3,Midpoint,Headway,1900-01-01T15:38:00Z,1900-01-01T15:59:14Z,600,1388
2022-05-14,SL1,Inbound,55593101,17095,terme,5,Midpoint,Headway,1900-01-01T15:42:00Z,1900-01-01T16:04:12Z,600,58
2022-05-14,SL1,Inbound,55593198,27092,trmb1,2,Midpoint,Headway,1900-01-01T15:46:00Z,1900-01-01T15:58:31Z,600,111
2022-05-14,SL1,Inbound,55593053,17094,trmcd,4,Midpoint,Headway,1900-01-01T16:00:00Z,1900-01-01T16:01:28Z,600,1284
2022-05-14,SL1,Inbound,55593053,12007,twtnn,6,Midpoint,Headway,1900-01-01T16:04:00Z,1900-01-01T16:04:44Z,600,1168
2022-05-14,SL1,Inbound,55593053,12008,twtns,7,Midpoint,Headway,1900-01-01T16:08:00Z,1900-01-01T16:09:19Z,600,977
2022-05-14,SL1,Inbound,55593229,12007,twtnn,6,Midpoint,Headway,1900-01-01T16:14:00Z,1900-01-01T16:26:00Z,600,733
2022-05-14,SL1,Inbound,55593229,74615,wtcst,9,Midpoint,Headway,1900-01-01T16:23:00Z,1900-01-01T16:34:24Z,600,596
2022-05-14,SL1,Inbound,55593141,74615,wtcst,9,Midpoint,Headway,1900-01-01T16:33:00Z,1900-01-01T16:45:12Z,600,648
2022-05-14,SL1,Inbound,55593200,74614,conrd,8,Midpoint,Headway,1900-01-01T16:55:00Z,1900-01-01T17:13:24Z,720,1708
2022-05-14,SL1,Inbound,55593231,12007,twtnn,6,Midpoint,Headway,1900-01-01T17:00:00Z,1900-01-01T17:09:49Z,720,317
2022-05-14,SL1,Inbound,55593143,17093,trmb2,3,Midpoint,Headway,1900-01-01T17:05:00Z,1900-01-01T17:19:39Z,660,18
2022-05-14,SL1,Inbound,55593143,12007,twtnn,6,Midpoint,Headway,1900-01-01T17:11:00Z,1900-01-01T17:25:54Z,660,124
2022-05-14,SL1,Inbound,55593170,17095,terme,5,Midpoint,Headway,1900-01-01T17:21:00Z,1900-01-01T17:22:21Z,720,862
2022-05-14,SL1,Inbound,55593202,27092,trmb1,2,Midpoint,Headway,1900-01-01T17:27:00Z,1900-01-01T17:42:45Z,720,1461
2022-05-14,SL1,Inbound,55593233,17094,trmcd,4,Midpoint,Headway,1900-01-01T17:43:00Z,1900-01-01T17:54:17Z,720,415
2022-05-14,SL1,Inbound,55593202,74617,soust,11,Endpoint,Headway,1900-01-01T17:49:00Z,1900-01-01T18:04:55Z,720,1414
2022-05-14,SL1,Inbound,55593233,74614,conrd,8,Midpoint,Headway,1900-01-01T17:54:00Z,1900-01-01T18:04:54Z,720,332
2022-05-14,SL1,Inbound,55593145,12007,twtnn,6,Midpoint,Headway,1900-01-01T17:59:00Z,1900-01-01T18:13:28Z,720,61
2022-05-14,SL1,Inbound,55593145,74614,conrd,8,Midpoint,Headway,1900-01-01T18:04:00Z,1900-01-01T18:23:30Z,600,209
2022-05-14,SL1,Inbound,55593172,17095,terme,5,Midpoint,Headway,1900-01-01T18:09:00Z,1900-01-01T18:10:47Z,720,849
2022-05-14,SL1,Inbound,55593204,27092,trmb1,2,Midpoint,Headway,1900-01-01T18:15:00Z,1900-01-01T18:28:54Z,720,1371
2022-05-14,SL1,Inbound,55593172,74616,crtst,10,Midpoint,Headway,1900-01-01T18:20:00Z,1900-01-01T18:23:54Z,720,943
2022-05-14,SL1,Inbound,55593204,12008,twtns,7,Midpoint,Headway,1900-01-01T18:26:00Z,1900-01-01T18:38:11Z,720,1332
2022-05-14,SL1,Inbound,55593235,17094,trmcd,4,Midpoint,Headway,1900-01-01T18:31:00Z,1900-01-01T18:35:16Z,720,170
2022-05-14,SL1,Inbound,55593147,17091,terma,1,Startpoint,Headway,1900-01-01T18:36:00Z,1900-01-01T18:47:29Z,660,1068
2022-05-14,SL1,Inbound,55593147,17094,trmcd,4,Midpoint,Headway,1900-01-01T18:42:00Z,1900-01-01T18:51:54Z,660,998
2022-05-14,SL1,Inbound,55593174,17091,terma,1,Startpoint,Headway,1900-01-01T18:47:00Z,1900-01-01T18:52:28Z,660,299
2022-05-14,SL1,Inbound,55593174,17093,trmb2,3,Midpoint,Headway,1900-01-01T18:51:00Z,1900-01-01T18:53:54Z,660,251
2022-05-14,SL1,Inbound,55593174,12007,twtnn,6,Midpoint,Headway,1900-01-01T18:57:00Z,1900-01-01T18:59:50Z,660,172
2022-05-14,SL1,Inbound,55593174,74614,conrd,8,Midpoint,Headway,1900-01-01T19:02:00Z,1900-01-01T19:07:33Z,660,97
2022-05-14,SL1,Inbound,55593206,17095,terme,5,Midpoint,Headway,1900-01-01T19:06:00Z,1900-01-01T19:18:22Z,660,1230
2022-05-14,SL1,Inbound,55593206,74616,crtst,10,Midpoint,Headway,1900-01-01T19:17:00Z,1900-01-01T19:29:46Z,660,1184
2022-05-14,SL1,Inbound,55593237,74615,wtcst,9,Midpoint,Headway,1900-01-01T19:26:00Z,1900-01-01T19:40:14Z,660,729
2022-05-14,SL1,Inbound,55593176,17094,trmcd,4,Midpoint,Headway,1900-01-01T19:37:00Z,1900-01-01T19:44:33Z,660,1063
2022-05-14,SL1,Inbound,55593208,17093,trmb2,3,Midpoint,Headway,1900-01-01T19:46:00Z,1900-01-01T19:56:20Z,660,830
2022-05-14,SL1,Inbound,55593208,12007,twtnn,6,Midpoint,Headway,1900-01-01T19:52:00Z,1900-01-01T20:03:30Z,660,912
2022-05-14,SL1,Inbound,55593208,74614,conrd,8,Midpoint,Headway,1900-01-01T19:57:00Z,1900-01-01T20:13:29Z,660,1084
2022-05-14,SL1,Inbound,55593239,17095,terme,5,Midpoint,Headway,1900-01-01T20:01:00Z,1900-01-01T20:18:18Z,660,992
2022-05-14,SL1,Inbound,55593239,12008,twtns,7,Midpoint,Headway,1900-01-01T20:06:00Z,1900-01-01T20:22:39Z,660,1004
2022-05-14,SL1,Inbound,55593239,74616,crtst,10,Midpoint,Headway,1900-01-01T20:12:00Z,1900-01-01T20:33:47Z,660,706
2022-05-14,SL1,Inbound,55593178,27092,trmb1,2,Midpoint,Headway,1900-01-01T20:17:00Z,1900-01-01T20:17:30Z,660,340
2022-05-14,SL1,Inbound,55593151,74615,wtcst,9,Midpoint,Headway,1900-01-01T20:21:00Z,1900-01-01T20:44:25Z,660,705
2022-05-14,SL1,Inbound,55593241,17091,terma,1,Startpoint,Headway,1900-01-01T20:37:00Z,1900-01-01T21:05:48Z,660,53
2022-05-14,SL1,Inbound,55593241,17093,trmb2,3,Midpoint,Headway,1900-01-01T20:41:00Z,1900-01-01T21:08:41Z,660,124
2022-05-14,SL1,Inbound,55593241,74614,conrd,8,Midpoint,Headway,1900-01-01T20:52:00Z,1900-01-01T21:22:02Z,660,22
2022-05-14,SL1,Inbound,55593180,74615,wtcst,9,Midpoint,Headway,1900-01-01T21:16:00Z,1900-01-01T21:21:36Z,660,737
2022-05-14,SL1,Inbound,55593155,12007,twtnn,6,Midpoint,Headway,1900-01-01T21:42:00Z,1900-01-01T21:57:19Z,660,659
2022-05-14,SL1,Inbound,55593155,74614,conrd,8,Midpoint,Headway,1900-01-01T21:47:00Z,1900-01-01T22:04:41Z,660,599
2022-05-14,SL1,Inbound,55593182,17095,terme,5,Midpoint,Headway,1900-01-01T21:51:00Z,1900-01-01T22:03:22Z,660,452
2022-05-14,SL1,Inbound,55593182,12008,twtns,7,Midpoint,Headway,1900-01-01T21:56:00Z,1900-01-01T22:07:31Z,660,469
2022-05-14,SL1,Inbound,55593182,74616,crtst,10,Midpoint,Headway,1900-01-01T22:02:00Z,1900-01-01T22:17:37Z,660,594
2022-05-14,SL1,Inbound,55593245,27092,trmb1,2,Midpoint,Headway,1900-01-01T22:07:00Z,1900-01-01T22:23:03Z,660,1632
2022-05-14,SL1,Inbound,55593157,17091,terma,1,Startpoint,Headway,1900-01-01T22:16:00Z,1900-01-01T22:29:36Z,660,724
2022-05-14,SL1,Inbound,55593157,17094,trmcd,4,Midpoint,Headway,1900-01-01T22:22:00Z,1900-01-01T23:04:22Z,660,308
2022-05-14,SL1,Inbound,55593184,17091,terma,1,Startpoint,Headway,1900-01-01T22:27:00Z,1900-01-01T22:39:19Z,660,583
2022-05-14,SL1,Inbound,55593184,12007,twtnn,6,Midpoint,Headway,1900-01-01T22:37:00Z,1900-01-01T23:13:09Z,660,56
2022-05-14,SL1,Inbound,55593184,74614,conrd,8,Midpoint,Headway,1900-01-01T22:42:00Z,1900-01-01T23:20:30Z,660,317
2022-05-14,SL1,Inbound,55593218,17093,trmb2,3,Midpoint,Headway,1900-01-01T23:26:00Z,1900-01-01T23:09:45Z,660,186
2022-05-14,SL1,Inbound,55593218,74614,conrd,8,Midpoint,Headway,1900-01-01T23:37:00Z,1900-01-01T23:21:56Z,660,86
2022-05-14,SL1,Inbound,55593220,17094,trmcd,4,Midpoint,Headway,1900-01-02T00:12:00Z,1900-01-02T00:00:31Z,660,261
2022-05-14,SL1,Inbound,55593188,74617,soust,11,Endpoint,Headway,1900-01-02T00:17:00Z,1900-01-02T00:11:57Z,660,171
2022-05-14,SL1,Inbound,55593251,17093,trmb2,3,Midpoint,Headway,1900-01-02T00:21:00Z,1900-01-02T00:33:23Z,660,2110
2022-05-14,SL1,Inbound,55593222,27092,trmb1,2,Midpoint,Headway,1900-01-02T00:51:00Z,1900-01-02T00:53:05Z,600,698
2022-05-14,SL1,Outbound,55593056,74612,crtst,2,Midpoint,Headway,1900-01-01T05:57:00Z,1900-01-01T06:04:16Z,600,670
2022-05-14,SL1,Outbound,55593074,12005,twtns,5,Midpoint,Headway,1900-01-01T06:14:00Z,1900-01-01T06:18:13Z,600,416
2022-05-14,SL1,Outbound,55593104,12006,twtnn,6,Midpoint,Headway,1900-01-01T06:27:00Z,1900-01-01T06:25:56Z,600,309
2022-05-14,SL1,Outbound,55593058,74611,soust,1,Startpoint,Headway,1900-01-01T06:34:00Z,1900-01-01T06:38:17Z,540,401
2022-05-14,SL1,Outbound,55593058,74624,conrd,4,Midpoint,Headway,1900-01-01T06:41:00Z,1900-01-01T06:44:45Z,540,381
2022-05-14,SL1,Outbound,55593106,12005,twtns,5,Midpoint,Headway,1900-01-01T07:04:00Z,1900-01-01T07:03:57Z,600,968
2022-05-14,SL1,Outbound,55593028,74613,wtcst,3,Midpoint,Headway,1900-01-01T07:09:00Z,1900-01-01T07:14:54Z,600,966
2022-05-14,SL1,Outbound,55593028,12006,twtnn,6,Midpoint,Headway,1900-01-01T07:17:00Z,1900-01-01T07:23:01Z,600,994
2022-05-14,SL1,Outbound,55593030,12005,twtns,5,Midpoint,Headway,1900-01-01T07:54:00Z,1900-01-01T07:59:29Z,660,1015
2022-05-14,SL1,Outbound,55593062,74613,wtcst,3,Midpoint,Headway,1900-01-01T07:59:00Z,1900-01-01T08:01:14Z,600,426
2022-05-14,SL1,Outbound,55593062,12006,twtnn,6,Midpoint,Headway,1900-01-01T08:07:00Z,1900-01-01T08:08:53Z,600,413
2022-05-14,SL1,Outbound,55593064,74612,crtst,2,Midpoint,Headway,1900-01-01T08:36:00Z,1900-01-01T08:39:36Z,540,304
2022-05-14,SL1,Outbound,55593064,12005,twtns,5,Midpoint,Headway,1900-01-01T08:43:00Z,1900-01-01T08:47:10Z,540,434
2022-05-14,SL1,Outbound,55593082,12006,twtnn,6,Midpoint,Headway,1900-01-01T08:57:00Z,1900-01-01T08:55:37Z,660,354
2022-05-14,SL1,Outbound,55593034,74611,soust,1,Startpoint,Headway,1900-01-01T09:05:00Z,1900-01-01T09:09:44Z,600,847
2022-05-14,SL1,Outbound,55593034,74624,conrd,4,Midpoint,Headway,1900-01-01T09:12:00Z,1900-01-01T09:15:12Z,600,878
2022-05-14,SL1,Outbound,55593034,17091,terma,7,Endpoint,Headway,1900-01-01T09:18:00Z,1900-01-01T09:21:46Z,600,917
2022-05-14,SL1,Outbound,55593084,74612,crtst,2,Midpoint,Headway,1900-01-01T09:27:00Z,1900-01-01T09:27:46Z,600,596
2022-05-14,SL1,Outbound,55593084,12005,twtns,5,Midpoint,Headway,1900-01-01T09:34:00Z,1900-01-01T09:33:49Z,600,582
2022-05-14,SL1,Outbound,55593114,74613,wtcst,3,Midpoint,Headway,1900-01-01T09:39:00Z,1900-01-01T09:40:29Z,600,626
2022-05-14,SL1,Outbound,55593114,12006,twtnn,6,Midpoint,Headway,1900-01-01T09:47:00Z,1900-01-01T09:47:52Z,600,692
2022-05-14,SL1,Outbound,55593068,74611,soust,1,Startpoint,Headway,1900-01-01T09:55:00Z,1900-01-01T09:56:00Z,600,312
2022-05-14,SL1,Outbound,55593068,74624,conrd,4,Midpoint,Headway,1900-01-01T10:02:00Z,1900-01-01T10:02:03Z,600,302
2022-05-14,SL1,Outbound,55593068,17091,terma,7,Endpoint,Headway,1900-01-01T10:08:00Z,1900-01-01T10:09:09Z,600,333
2022-05-14,SL1,Outbound,55593116,74612,crtst,2,Midpoint,Headway,1900-01-01T10:17:00Z,1900-01-01T10:18:02Z,600,606
2022-05-14,SL1,Outbound,55593116,12005,twtns,5,Midpoint,Headway,1900-01-01T10:24:00Z,1900-01-01T10:24:44Z,600,578
2022-05-14,SL1,Outbound,55593038,74613,wtcst,3,Midpoint,Headway,1900-01-01T10:29:00Z,1900-01-01T10:34:37Z,600,908
2022-05-14,SL1,Outbound,55593038,12006,twtnn,6,Midpoint,Headway,1900-01-01T10:37:00Z,1900-01-01T10:43:10Z,600,954
2022-05-14,SL1,Outbound,55593088,74624,conrd,4,Midpoint,Headway,1900-01-01T10:52:00Z,1900-01-01T10:53:15Z,600,639
2022-05-14,SL1,Outbound,55593088,17091,terma,7,Endpoint,Headway,1900-01-01T10:58:00Z,1900-01-01T10:59:31Z,600,671
2022-05-14,SL1,Outbound,55593040,74612,crtst,2,Midpoint,Headway,1900-01-01T11:07:00Z,1900-01-01T11:14:36Z,600,856
2022-05-14,SL1,Outbound,55593040,12005,twtns,5,Midpoint,Headway,1900-01-01T11:14:00Z,1900-01-01T11:22:03Z,600,953
2022-05-14,SL1,Outbound,55593128,74613,wtcst,3,Midpoint,Headway,1900-01-01T11:18:00Z,1900-01-01T11:21:59Z,540,341
2022-05-14,SL1,Outbound,55593128,17091,terma,7,Endpoint,Headway,1900-01-01T11:27:00Z,1900-01-01T11:31:24Z,540,340
2022-05-14,SL1,Outbound,55593120,74624,conrd,4,Midpoint,Headway,1900-01-01T11:42:00Z,1900-01-01T11:42:57Z,600,1096
2022-05-14,SL1,Outbound,55593120,17091,terma,7,Endpoint,Headway,1900-01-01T11:48:00Z,1900-01-01T11:48:44Z,600,601
2022-05-14,SL1,Outbound,55593130,74612,crtst,2,Midpoint,Headway,1900-01-01T11:57:00Z,1900-01-01T12:05:11Z,600,420
2022-05-14,SL1,Outbound,55593130,12005,twtns,5,Midpoint,Headway,1900-01-01T12:04:00Z,1900-01-01T12:13:27Z,600,479
2022-05-14,SL1,Outbound,55593044,74624,conrd,4,Midpoint,Headway,1900-01-01T12:36:00Z,1900-01-01T12:48:25Z,660,1369
2022-05-14,SL1,Outbound,55593044,17091,terma,7,Endpoint,Headway,1900-01-01T12:43:00Z,1900-01-01T12:57:07Z,660,1413
2022-05-14,SL1,Outbound,55593094,12005,twtns,5,Midpoint,Headway,1900-01-01T13:01:00Z,1900-01-01T13:08:33Z,720,323
2022-05-14,SL1,Outbound,55593096,12006,twtnn,6,Midpoint,Headway,1900-01-01T13:50:00Z,1900-01-01T14:07:58Z,660,1302
2022-05-14,SL1,Outbound,55593193,12005,twtns,5,Midpoint,Headway,1900-01-01T13:58:00Z,1900-01-01T14:06:35Z,660,423
2022-05-14,SL1,Outbound,55593048,74613,wtcst,3,Midpoint,Headway,1900-01-01T14:04:00Z,1900-01-01T14:24:18Z,660,124
